index,date,address,block,street,trap,addressnumberandstreet,latitude,longitude,addressaccuracy,nummosquitos,wnvpresent,year,month,day,tmax_x,tmin_x,tavg_x,depart_x,dewpoint_x,wetbulb_x,heat_x,cool_x,sunrise_x,sunset_x,codesum_x,depth_x,water1_x,snowfall_x,preciptotal_x,stnpressure_x,sealevel_x,resultspeed_x,resultdir_x,avgspeed_x,tmax_y,tmin_y,tavg_y,depart_y,dewpoint_y,wetbulb_y,heat_y,cool_y,sunrise_y,sunset_y,codesum_y,depth_y,water1_y,snowfall_y,preciptotal_y,stnpressure_y,sealevel_y,resultspeed_y,resultdir_y,avgspeed_y,species_culex_pipiens,species_culex_pipiens/restuans,species_culex_restuans,species_culex_salinarius,species_culex_tarsalis,species_culex_territans,distance,distance_3,distance_5
1785,2007-08-24,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,5,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.5169031813682068,1.6125442645266002,1.6326320232619405
1786,2007-08-24,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",93, S DR MARTIN LUTHER KING JR DR,162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725516999999996,-87.61425799999999,8,4,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,1.492759658943103,1.5473642190269652,1.6137360660876667
1787,2007-08-24,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",93, S DR MARTIN LUTHER KING JR DR,162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725516999999996,-87.61425799999999,8,3,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.492759658943103,1.5473642190269652,1.6137360660876667
1788,2007-08-24,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,6,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,1.7768386844919684,1.7768386844919684,1.9785929931399315
1789,2007-08-24,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,8,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.7768386844919684,1.7768386844919684,1.9785929931399315
1790,2007-08-24,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,4,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,1.5870592463756912,2.125775456817228,2.5942870702601484
1791,2007-08-24,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,5,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.5870592463756912,2.125775456817228,2.5942870702601484
1792,2007-08-24,"4000 North Tripp Avenue, Chicago, IL 60641, USA",40, N TRIPP AVE,1,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,8,2,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,1.4195178834458546,1.4195178834458548,1.749942668907893
1793,2007-08-24,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,3,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,12,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,1.252334634343493,1.4957283458165171,1.544407088111122
1794,2007-08-24,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,3,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,1,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,0,1,0,0,0,1.252334634343493,1.4957283458165171,1.544407088111122
1795,2007-08-24,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,3,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,19,1.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.252334634343493,1.4957283458165171,1.544407088111122
1796,2007-08-24,"6000 North Avondale Avenue, Chicago, IL 60631, USA",60, N AVONDALE AVE,6,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,8,1,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,0.6156020427234602,0.6156020427234602,0.6156020427234602
1797,2007-08-24,"6000 North Avondale Avenue, Chicago, IL 60631, USA",60, N AVONDALE AVE,6,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,8,1,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,0.6156020427234602,0.6156020427234602,0.6156020427234602
1798,2007-08-24,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,8,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9,12,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,1.1084708083613706,1.1084708083613706,1.1084708083613706
1799,2007-08-24,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,8,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9,9,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.1084708083613706,1.1084708083613706,1.1084708083613706
1800,2007-08-24,"6100 North Lemont Avenue, Chicago, IL 60646, USA",61, N LEMONT AVE,12,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,6,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,1.9531110325176082,1.9531110325176082,1.9591223526284396
1801,2007-08-24,"6100 North Lemont Avenue, Chicago, IL 60646, USA",61, N LEMONT AVE,12,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,5,1.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.9531110325176082,1.9531110325176082,1.9591223526284396
1802,2007-08-24,"2700 South Western Avenue, Chicago, IL 60608, USA",27, S WESTERN AVE,34,"2700  S WESTERN AVE, Chicago, IL",41.843810999999995,-87.686763,9,4,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,0.6794567807651792,1.3393266744185919,1.5577667679594822
1803,2007-08-24,"2700 South Western Avenue, Chicago, IL 60608, USA",27, S WESTERN AVE,34,"2700  S WESTERN AVE, Chicago, IL",41.843810999999995,-87.686763,9,1,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,0.6794567807651792,1.3393266744185919,1.5577667679594822
1804,2007-08-24,"6800 West Belden Avenue, Chicago, IL 60707, USA",68, W BELDEN AVE,37,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,15,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,0.43652425062902106,1.0189944895732759,1.3072442038181944
1805,2007-08-24,"6800 West Belden Avenue, Chicago, IL 60707, USA",68, W BELDEN AVE,37,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,7,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,0.43652425062902106,1.0189944895732759,1.3072442038181944
1806,2007-08-24,"6800 West Belden Avenue, Chicago, IL 60707, USA",68, W BELDEN AVE,37,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,1,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,0,0,0,0,1,0.43652425062902106,1.0189944895732759,1.3072442038181944
1807,2007-08-24,"3000 West 18th Street, Chicago, IL 60608, USA",30, W 18TH ST,43,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,3,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.3481585710373087,1.5535542454384001,1.815071522671269
1808,2007-08-24,"1100 South California Avenue, Chicago, IL 60612, USA",11, S CALIFORNIA,47,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,19,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,1.51502088820017,1.8416934260790363,2.0140290846237816
1809,2007-08-24,"1100 South California Avenue, Chicago, IL 60612, USA",11, S CALIFORNIA,47,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,15,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.51502088820017,1.8416934260790363,2.0140290846237816
1810,2007-08-24,"2500 South Throop Street, Chicago, IL 60608, USA",25, S THROOP,51,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,9,3,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.1804283132230717,1.296100250769312,1.3844416840717693
1811,2007-08-24,"1000 West 95th Street, Chicago, IL 60643, USA",10, W 95TH ST,85,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,13,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,0.15433400069826375,0.5838011721245925,0.8730242136431492
1812,2007-08-24,"1000 West 95th Street, Chicago, IL 60643, USA",10, W 95TH ST,85,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,7,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,0.15433400069826375,0.5838011721245925,0.8730242136431492
1813,2007-08-24,"1000 South California Avenue, Chicago, IL 60612, USA",10, S CALIFORNIA AVE,88,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,9,3,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,1.5179064184684228,1.8624046278132365,2.027493274029966
1814,2007-08-24,"1000 South California Avenue, Chicago, IL 60612, USA",10, S CALIFORNIA AVE,88,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,9,10,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.5179064184684228,1.8624046278132365,2.027493274029966
1815,2007-08-24,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",96, S HOYNE AVE,161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,2,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,0.4851553117034039,0.7594086266775757,0.81425928967241
1816,2007-08-24,"1800 West Leland Avenue, Chicago, IL 60640, USA",18, W LELAND AVE,219,"1800  W LELAND AVE, Chicago, IL",41.966986999999996,-87.674677,8,1,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,0.9066393550158478,1.1312216456947377,1.6270093200722802
1817,2007-08-24,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",61, W FULLERTON AVE,13,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,35,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,0.5396362406890193,0.9052167165789125,1.060236913320032
1818,2007-08-24,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",61, W FULLERTON AVE,13,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,16,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,0.5396362406890193,0.9052167165789125,1.060236913320032
1819,2007-08-24,"6400 West Strong Street, Chicago, IL, USA",64, W STRONG ST,14,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,8,10,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,1.2654415339292773,1.2654415339292773,1.2654415339292773
1820,2007-08-24,"6400 West Strong Street, Chicago, IL, USA",64, W STRONG ST,14,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,8,1,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,0,1,0,0,0,1.2654415339292773,1.2654415339292773,1.2654415339292773
1821,2007-08-24,"6400 West Strong Street, Chicago, IL, USA",64, W STRONG ST,14,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,8,18,1.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.2654415339292773,1.2654415339292773,1.2654415339292773
1822,2007-08-24,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",12, W GREENLEAF AVE,18,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214000000001,8,1,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,2.1571136979479326,2.6215455702636645,3.196294249257412
1823,2007-08-24,"1000 North Central Park Avenue, Chicago, IL 60651, USA",10, N CENTRAL PARK DR,30,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9,4,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,0.9425187330044685,0.9647664661481489,1.1762310317589333
1824,2007-08-24,"1000 North Central Park Avenue, Chicago, IL 60651, USA",10, N CENTRAL PARK DR,30,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9,7,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,0.9425187330044685,0.9647664661481489,1.1762310317589333
1825,2007-08-24,"2000 East 111th Street, Chicago, IL 60628, USA",20, E 111TH ST,84,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,15,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,1.3224157794075009,1.7121049424358652,1.9975806181948799
1826,2007-08-24,"2000 East 111th Street, Chicago, IL 60628, USA",20, E 111TH ST,84,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,3,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.3224157794075009,1.7121049424358652,1.9975806181948799
1827,2007-08-24,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",33, N RUTHERFORD AVE,144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,3,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,0.9633303252590936,0.9924999739127293,1.015835692835638
1828,2007-08-24,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",33, N RUTHERFORD AVE,144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,15,1.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,0.9633303252590936,0.9924999739127293,1.015835692835638
1829,2007-08-24,"1100 North Artesian Avenue, Chicago, IL 60622, USA",11, S ARTESIAN AVE,160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,3,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,0.7236122557247763,1.0512213479972479,1.3250925512189613
1830,2007-08-24,"1100 North Artesian Avenue, Chicago, IL 60622, USA",11, S ARTESIAN AVE,160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,3,1.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,0.7236122557247763,1.0512213479972479,1.3250925512189613
1831,2007-08-24,"6000 West Roscoe Street, Chicago, IL 60634, USA",60, W ROSCOE ST,5,"6000  W ROSCOE ST, Chicago, IL",41.942114000000004,-87.776385,8,5,1.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,0.7562351647740092,0.8942986050973988,1.1511468961419964
1832,2007-08-24,"6000 West Roscoe Street, Chicago, IL 60634, USA",60, W ROSCOE ST,5,"6000  W ROSCOE ST, Chicago, IL",41.942114000000004,-87.776385,8,12,1.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,0.7562351647740092,0.8942986050973988,1.1511468961419964
1833,2007-08-24,"3300 West 104th Street, Chicago, IL 60655, USA",33, W 104TH ST,95,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,6,1.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,1.7819865667975654,1.7819865667975654,1.9884944588153501
1834,2007-08-24,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",30, S HOYNE AVE,35,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,8,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,0,1,0,0,0,0,1.1375173301532302,1.455942408564247,1.7843852593546927
1835,2007-08-24,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",30, S HOYNE AVE,35,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,2,0.0,2007.0,8.0,24.0,80,69,75, 4,67,69,0,10,0509,1840,TSRA RA,0,M,0.0,0.24,29.11,29.82,5.8,25,7.1,81,69,75,M,67,69,0,10,-,-,TS TSRA RA BR,M,M,M,0.20,29.16,29.81,5.5,25,7.3,1,0,0,0,0,0,1.1375173301532302,1.455942408564247,1.7843852593546927
