,address,addressaccuracy,addressnumberandstreet,avgspeed_x,avgspeed_y,block,codesum_x,codesum_y,cool_x,cool_y,date,day,depart_x,depart_y,depth_x,depth_y,dewpoint_x,dewpoint_y,distance,heat_x,heat_y,index,latitude,longitude,month,nummosquitos,preciptotal_x,preciptotal_y,resultdir_x,resultdir_y,resultspeed_x,resultspeed_y,sealevel_x,sealevel_y,snowfall_x,snowfall_y,species_culex_pipiens,species_culex_pipiens/restuans,species_culex_restuans,species_culex_salinarius,species_culex_tarsalis,species_culex_territans,stnpressure_x,stnpressure_y,street,sunrise_x,sunrise_y,sunset_x,sunset_y,tavg_x,tavg_y,tmax_x,tmax_y,tmin_x,tmin_y,trap,water1_x,water1_y,wetbulb_x,wetbulb_y,wnvpresent,year,dist_species_culex_pipiens,dist_species_culex_pipiens/restuans,dist_species_culex_restuans,dist_species_culex_salinarius,dist_species_culex_tarsalis,dist_species_culex_territans
2635,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9,"1000  N CENTRAL PARK DR, Chicago, IL",7.1,7.3,0,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.9425187330044684,0,0,,41.89923,-87.716788,8.0,4,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,19,509,-1,1840,-1,75,75,80,81,69,69,21,-1,-1,69,69,0.0,2007.0,0.0,0.9425187330044684,0.0,0.0,0.0,0.0
2636,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9,"1000  N CENTRAL PARK DR, Chicago, IL",7.1,7.3,0,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.9425187330044684,0,0,,41.89923,-87.716788,8.0,7,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,19,509,-1,1840,-1,75,75,80,81,69,69,21,-1,-1,69,69,0.0,2007.0,0.9425187330044684,0.0,0.0,0.0,0.0,0.0
2637,"2000 East 111th Street, Chicago, IL 60628, USA",8,"2000  E 111TH ST, Chicago, IL",7.1,7.3,8,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.3224157794075009,0,0,,41.692555,-87.598865,8.0,15,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,2,509,-1,1840,-1,75,75,80,81,69,69,62,-1,-1,69,69,0.0,2007.0,0.0,1.3224157794075009,0.0,0.0,0.0,0.0
2638,"2000 East 111th Street, Chicago, IL 60628, USA",8,"2000  E 111TH ST, Chicago, IL",7.1,7.3,8,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.3224157794075009,0,0,,41.692555,-87.598865,8.0,3,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,2,509,-1,1840,-1,75,75,80,81,69,69,62,-1,-1,69,69,0.0,2007.0,1.3224157794075009,0.0,0.0,0.0,0.0,0.0
2639,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",9,"3300  N RUTHERFORD AVE, Chicago, IL",7.1,7.3,18,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.9633303252590936,0,0,,41.94016,-87.794896,8.0,3,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,43,509,-1,1840,-1,75,75,80,81,69,69,88,-1,-1,69,69,0.0,2007.0,0.0,0.9633303252590936,0.0,0.0,0.0,0.0
2640,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",9,"3300  N RUTHERFORD AVE, Chicago, IL",7.1,7.3,18,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.9633303252590936,0,0,,41.94016,-87.794896,8.0,15,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,43,509,-1,1840,-1,75,75,80,81,69,69,88,-1,-1,69,69,1.0,2007.0,0.9633303252590936,0.0,0.0,0.0,0.0,0.0
2641,"1100 North Artesian Avenue, Chicago, IL 60622, USA",8,"1100  S ARTESIAN AVE, Chicago, IL",7.1,7.3,1,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.7236122557247763,0,0,,41.903002,-87.68826700000002,8.0,3,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,49,509,-1,1840,-1,75,75,80,81,69,69,104,-1,-1,69,69,0.0,2007.0,0.0,0.7236122557247763,0.0,0.0,0.0,0.0
2642,"1100 North Artesian Avenue, Chicago, IL 60622, USA",8,"1100  S ARTESIAN AVE, Chicago, IL",7.1,7.3,1,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.7236122557247763,0,0,,41.903002,-87.68826700000002,8.0,3,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,49,509,-1,1840,-1,75,75,80,81,69,69,104,-1,-1,69,69,1.0,2007.0,0.7236122557247763,0.0,0.0,0.0,0.0,0.0
2643,"6000 West Roscoe Street, Chicago, IL 60634, USA",8,"6000  W ROSCOE ST, Chicago, IL",7.1,7.3,40,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.7562351647740092,0,0,,41.942114,-87.776385,8.0,5,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,135,509,-1,1840,-1,75,75,80,81,69,69,4,-1,-1,69,69,1.0,2007.0,0.0,0.7562351647740092,0.0,0.0,0.0,0.0
2644,"6000 West Roscoe Street, Chicago, IL 60634, USA",8,"6000  W ROSCOE ST, Chicago, IL",7.1,7.3,40,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.7562351647740092,0,0,,41.942114,-87.776385,8.0,12,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,135,509,-1,1840,-1,75,75,80,81,69,69,4,-1,-1,69,69,1.0,2007.0,0.7562351647740092,0.0,0.0,0.0,0.0,0.0
2645,"3300 West 104th Street, Chicago, IL 60655, USA",8,"3300  W 104TH ST, Chicago, IL",7.1,7.3,18,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.5169031813682068,0,0,,41.704336,-87.70373599999998,8.0,6,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,93,509,-1,1840,-1,75,75,80,81,69,69,71,-1,-1,69,69,1.0,2007.0,0.0,1.5169031813682068,0.0,0.0,0.0,0.0
2646,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",8,"3000  S HOYNE AVE, Chicago, IL",7.1,7.3,17,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.1375173301532302,0,0,,41.836644,-87.677737,8.0,8,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,68,509,-1,1840,-1,75,75,80,81,69,69,25,-1,-1,69,69,0.0,2007.0,0.0,1.1375173301532302,0.0,0.0,0.0,0.0
2647,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",8,"3000  S HOYNE AVE, Chicago, IL",7.1,7.3,17,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.1375173301532302,0,0,,41.836644,-87.677737,8.0,2,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,68,509,-1,1840,-1,75,75,80,81,69,69,25,-1,-1,69,69,0.0,2007.0,1.1375173301532302,0.0,0.0,0.0,0.0,0.0
2648,"4200 West 31st Street, Chicago, IL 60623, USA",9,"4200  W 31ST ST, Chicago, IL",7.1,7.3,27,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.8053611451055285,0,0,,41.837085,-87.729384,8.0,1,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,100,509,-1,1840,-1,75,75,80,81,69,69,26,-1,-1,69,69,0.0,2007.0,0.0,0.8053611451055285,0.0,0.0,0.0,0.0
2649,"4200 West 31st Street, Chicago, IL 60623, USA",9,"4200  W 31ST ST, Chicago, IL",7.1,7.3,27,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.8053611451055285,0,0,,41.837085,-87.729384,8.0,1,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,100,509,-1,1840,-1,75,75,80,81,69,69,26,-1,-1,69,69,0.0,2007.0,0.8053611451055285,0.0,0.0,0.0,0.0,0.0
2650,"1700 North Pulaski Road, Chicago, IL 60639, USA",9,"1700  N PULASKI RD, Chicago, IL",7.1,7.3,6,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.3528363395837102,0,0,,41.911824,-87.726737,8.0,9,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,40,509,-1,1840,-1,75,75,80,81,69,69,28,-1,-1,69,69,0.0,2007.0,0.0,1.3528363395837102,0.0,0.0,0.0,0.0
2651,"1700 North Pulaski Road, Chicago, IL 60639, USA",9,"1700  N PULASKI RD, Chicago, IL",7.1,7.3,6,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.3528363395837102,0,0,,41.911824,-87.726737,8.0,4,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,40,509,-1,1840,-1,75,75,80,81,69,69,28,-1,-1,69,69,0.0,2007.0,1.3528363395837102,0.0,0.0,0.0,0.0,0.0
2652,"2200 West 51st Street, Chicago, IL 60609, USA",8,"2200  W 51ST ST, Chicago, IL",7.1,7.3,10,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.6218335810501203,0,0,,41.801179,-87.679447,8.0,3,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,102,509,-1,1840,-1,75,75,80,81,69,69,41,-1,-1,69,69,0.0,2007.0,0.0,1.6218335810501203,0.0,0.0,0.0,0.0
2653,"2200 West 51st Street, Chicago, IL 60609, USA",8,"2200  W 51ST ST, Chicago, IL",7.1,7.3,10,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.6218335810501203,0,0,,41.801179,-87.679447,8.0,10,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,102,509,-1,1840,-1,75,75,80,81,69,69,41,-1,-1,69,69,0.0,2007.0,1.6218335810501203,0.0,0.0,0.0,0.0,0.0
2654,"3500 West 51st Street, Chicago, IL 60632, USA",8,"3500  W 51ST ST, Chicago, IL",7.1,7.3,20,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.2952179594275979,0,0,,41.800737,-87.71188000000002,8.0,2,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,102,509,-1,1840,-1,75,75,80,81,69,69,42,-1,-1,69,69,0.0,2007.0,1.2952179594275979,0.0,0.0,0.0,0.0,0.0
2655,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",9,"5200  W 63RD ST, Chicago, IL",7.1,7.3,36,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.7420980222735725,0,0,,41.778297,-87.752411,8.0,18,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,104,509,-1,1840,-1,75,75,80,81,69,69,44,-1,-1,69,69,0.0,2007.0,0.0,0.7420980222735725,0.0,0.0,0.0,0.0
2656,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",9,"5200  W 63RD ST, Chicago, IL",7.1,7.3,36,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.7420980222735725,0,0,,41.778297,-87.752411,8.0,28,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,104,509,-1,1840,-1,75,75,80,81,69,69,44,-1,-1,69,69,0.0,2007.0,0.7420980222735725,0.0,0.0,0.0,0.0,0.0
2657,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",8,"6700  S KEDZIE AVE, Chicago, IL",7.1,7.3,47,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.9123992582509,0,0,,41.77166,-87.703047,8.0,8,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,69,509,-1,1840,-1,75,75,80,81,69,69,45,-1,-1,69,69,0.0,2007.0,1.9123992582509,0.0,0.0,0.0,0.0,0.0
2658,"7300 Cicero Avenue, Chicago, IL 60638, USA",9,"7300  S CICERO AVE, Chicago, IL",7.1,7.3,52,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.9751840953053786,0,0,,41.759346,-87.745602,8.0,6,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,60,509,-1,1840,-1,75,75,80,81,69,69,46,-1,-1,69,69,0.0,2007.0,0.0,0.9751840953053786,0.0,0.0,0.0,0.0
2659,"7300 Cicero Avenue, Chicago, IL 60638, USA",9,"7300  S CICERO AVE, Chicago, IL",7.1,7.3,52,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.9751840953053786,0,0,,41.759346,-87.745602,8.0,10,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,60,509,-1,1840,-1,75,75,80,81,69,69,46,-1,-1,69,69,0.0,2007.0,0.9751840953053786,0.0,0.0,0.0,0.0,0.0
2660,"2200 West 69th Street, Chicago, IL 60636, USA",8,"2200  W 69TH ST, Chicago, IL",7.1,7.3,10,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.2806146116474315,0,0,,41.768388,-87.678649,8.0,35,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,107,509,-1,1840,-1,75,75,80,81,69,69,47,-1,-1,69,69,0.0,2007.0,0.0,1.2806146116474315,0.0,0.0,0.0,0.0
2661,"2200 West 69th Street, Chicago, IL 60636, USA",8,"2200  W 69TH ST, Chicago, IL",7.1,7.3,10,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.2806146116474315,0,0,,41.768388,-87.678649,8.0,5,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,107,509,-1,1840,-1,75,75,80,81,69,69,47,-1,-1,69,69,0.0,2007.0,1.2806146116474315,0.0,0.0,0.0,0.0,0.0
2662,"5200 South Nordica Avenue, Chicago, IL 60638, USA",8,"5200  S NORDICA, Chicago, IL",7.1,7.3,36,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.7757683073596868,0,0,,41.797616,-87.797894,8.0,3,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,79,509,-1,1840,-1,75,75,80,81,69,69,48,-1,-1,69,69,0.0,2007.0,0.0,1.7757683073596868,0.0,0.0,0.0,0.0
2663,"6100 South Melvina Avenue, Chicago, IL 60638, USA",8,"6100  S MELVINA AVE, Chicago, IL",7.1,7.3,41,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.38352372121918105,0,0,,41.781416,-87.77653199999997,8.0,6,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,76,509,-1,1840,-1,75,75,80,81,69,69,49,-1,-1,69,69,0.0,2007.0,0.0,0.38352372121918105,0.0,0.0,0.0,0.0
2664,"6100 South Melvina Avenue, Chicago, IL 60638, USA",8,"6100  S MELVINA AVE, Chicago, IL",7.1,7.3,41,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.38352372121918105,0,0,,41.781416,-87.77653199999997,8.0,10,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,76,509,-1,1840,-1,75,75,80,81,69,69,49,-1,-1,69,69,0.0,2007.0,0.38352372121918105,0.0,0.0,0.0,0.0,0.0
2665,"1000 East 67th Street, Chicago, IL 60637, USA",8,"1000  E 67TH ST, Chicago, IL",7.1,7.3,0,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.4065163841714774,0,0,,41.773215,-87.60088,8.0,12,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,8,509,-1,1840,-1,75,75,80,81,69,69,51,-1,-1,69,69,0.0,2007.0,0.0,1.4065163841714774,0.0,0.0,0.0,0.0
2666,"1000 East 67th Street, Chicago, IL 60637, USA",8,"1000  E 67TH ST, Chicago, IL",7.1,7.3,0,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.4065163841714774,0,0,,41.773215,-87.60088,8.0,3,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,0,1,0,0,0,29.11,29.16,8,509,-1,1840,-1,75,75,80,81,69,69,51,-1,-1,69,69,0.0,2007.0,0.0,0.0,1.4065163841714774,0.0,0.0,0.0
2667,"1000 East 67th Street, Chicago, IL 60637, USA",8,"1000  E 67TH ST, Chicago, IL",7.1,7.3,0,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.4065163841714774,0,0,,41.773215,-87.60088,8.0,10,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,8,509,-1,1840,-1,75,75,80,81,69,69,51,-1,-1,69,69,1.0,2007.0,1.4065163841714774,0.0,0.0,0.0,0.0,0.0
2668,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9,"3900  S ASHLAND AVE, Chicago, IL",7.1,7.3,24,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.1375173301532302,0,0,,41.822536,-87.66634300000003,8.0,9,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,50,509,-1,1840,-1,75,75,80,81,69,69,52,-1,-1,69,69,0.0,2007.0,0.0,1.1375173301532302,0.0,0.0,0.0,0.0
2669,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9,"3900  S ASHLAND AVE, Chicago, IL",7.1,7.3,24,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.1375173301532302,0,0,,41.822536,-87.66634300000003,8.0,7,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,50,509,-1,1840,-1,75,75,80,81,69,69,52,-1,-1,69,69,0.0,2007.0,1.1375173301532302,0.0,0.0,0.0,0.0,0.0
2670,"4700 South Cornell Avenue, Chicago, IL 60615, USA",8,"4700  S CORNELL AVE, Chicago, IL",7.1,7.3,31,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.966886376408516,0,0,,41.799282,-87.585487,8.0,2,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,61,509,-1,1840,-1,75,75,80,81,69,69,53,-1,-1,69,69,0.0,2007.0,0.0,1.966886376408516,0.0,0.0,0.0,0.0
2671,"5500 South Doctor Martin Luther King Junior Drive, Chicago, IL 60637, USA",8,"5500  S DR MARTIN LUTHER KING JR DR, Chicago, IL",7.1,7.3,38,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.5163206000541227,0,0,,41.794781,-87.615989,8.0,3,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,65,509,-1,1840,-1,75,75,80,81,69,69,54,-1,-1,69,69,0.0,2007.0,0.0,1.5163206000541227,0.0,0.0,0.0,0.0
2672,"5500 South Doctor Martin Luther King Junior Drive, Chicago, IL 60637, USA",8,"5500  S DR MARTIN LUTHER KING JR DR, Chicago, IL",7.1,7.3,38,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.5163206000541227,0,0,,41.794781,-87.615989,8.0,1,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,0,0,0,0,1,29.11,29.16,65,509,-1,1840,-1,75,75,80,81,69,69,54,-1,-1,69,69,0.0,2007.0,0.0,0.0,0.0,0.0,0.0,1.5163206000541227
2673,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",8,"6400  S STONY ISLAND AVE, Chicago, IL",7.1,7.3,44,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,0.8386407632908316,0,0,,41.778748,-87.586427,8.0,3,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,86,509,-1,1840,-1,75,75,80,81,69,69,55,-1,-1,69,69,0.0,2007.0,0.0,0.8386407632908316,0.0,0.0,0.0,0.0
2674,"7100 South South Shore Drive, Chicago, IL 60649, USA",9,"7100  S SOUTH SHORE DR, Chicago, IL",7.1,7.3,50,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.6588393112081543,0,0,,41.766202,-87.562889,8.0,6,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,84,509,-1,1840,-1,75,75,80,81,69,69,57,-1,-1,69,69,0.0,2007.0,0.0,1.6588393112081543,0.0,0.0,0.0,0.0
2675,"7100 South South Shore Drive, Chicago, IL 60649, USA",9,"7100  S SOUTH SHORE DR, Chicago, IL",7.1,7.3,50,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.6588393112081543,0,0,,41.766202,-87.562889,8.0,14,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,84,509,-1,1840,-1,75,75,80,81,69,69,57,-1,-1,69,69,0.0,2007.0,1.6588393112081543,0.0,0.0,0.0,0.0,0.0
2676,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",9,"7700  S EBERHART AVE, Chicago, IL",7.1,7.3,54,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.1449336959355525,0,0,,41.754676,-87.612922,8.0,20,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,66,509,-1,1840,-1,75,75,80,81,69,69,58,-1,-1,69,69,1.0,2007.0,0.0,1.1449336959355525,0.0,0.0,0.0,0.0
2677,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",9,"7700  S EBERHART AVE, Chicago, IL",7.1,7.3,54,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.1449336959355525,0,0,,41.754676,-87.612922,8.0,17,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,66,509,-1,1840,-1,75,75,80,81,69,69,58,-1,-1,69,69,0.0,2007.0,1.1449336959355525,0.0,0.0,0.0,0.0,0.0
2678,"4000 South Dearborn Street, Chicago, IL 60609, USA",9,"4000  S DEARBORN ST, Chicago, IL",7.1,7.3,25,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.4783733984663747,0,0,,41.821582,-87.62779599999998,8.0,15,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,63,509,-1,1840,-1,75,75,80,81,69,69,59,-1,-1,69,69,0.0,2007.0,0.0,1.4783733984663747,0.0,0.0,0.0,0.0
2679,"4000 South Dearborn Street, Chicago, IL 60609, USA",9,"4000  S DEARBORN ST, Chicago, IL",7.1,7.3,25,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.4783733984663747,0,0,,41.821582,-87.62779599999998,8.0,16,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,63,509,-1,1840,-1,75,75,80,81,69,69,59,-1,-1,69,69,0.0,2007.0,1.4783733984663747,0.0,0.0,0.0,0.0,0.0
2680,"5000 South Union Avenue, Chicago, IL 60609, USA",8,"5000  S UNION AVE, Chicago, IL",7.1,7.3,34,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.4783733984663747,0,0,,41.803423,-87.642984,8.0,16,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,89,509,-1,1840,-1,75,75,80,81,69,69,60,-1,-1,69,69,1.0,2007.0,0.0,1.4783733984663747,0.0,0.0,0.0,0.0
2681,"5000 South Union Avenue, Chicago, IL 60609, USA",8,"5000  S UNION AVE, Chicago, IL",7.1,7.3,34,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.4783733984663747,0,0,,41.803423,-87.642984,8.0,17,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,89,509,-1,1840,-1,75,75,80,81,69,69,60,-1,-1,69,69,1.0,2007.0,1.4783733984663747,0.0,0.0,0.0,0.0,0.0
2682,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",9,"7900  S CHICAGO AVE, Chicago, IL",7.1,7.3,55,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.1449336959355525,0,0,,41.754292,-87.590773,8.0,6,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,0,1,0,0,0,0,29.11,29.16,59,509,-1,1840,-1,75,75,80,81,69,69,61,-1,-1,69,69,0.0,2007.0,0.0,1.1449336959355525,0.0,0.0,0.0,0.0
2683,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",9,"7900  S CHICAGO AVE, Chicago, IL",7.1,7.3,55,TSRA RA,TS TSRA RA BR,10,10,2007-08-24,24.0,4,-1,0,-1,67,67,1.1449336959355525,0,0,,41.754292,-87.590773,8.0,14,0.24,0.20,25,25,5.8,5.5,29.82,29.81,0.0,-1,1,0,0,0,0,0,29.11,29.16,59,509,-1,1840,-1,75,75,80,81,69,69,61,-1,-1,69,69,1.0,2007.0,1.1449336959355525,0.0,0.0,0.0,0.0,0.0
